id_processo,cnpj,tj,leilao_teve,leilao_data,leilao_vendeu,upi_teve,upi_vendeu
00002956720148260480,NA,SP,Não,NA,NA,Não,Não
00002359420148260480,NA,SP,NA,NA,NA,NA,NA
00002263220138260363,62233770000131,SP,Não,NA,NA,Não,Não
10003475920158260529,13639757000171,SP,NA,NA,NA,NA,NA
00575583820118260100,NA,SP,NA,NA,NA,NA,NA
00541642320118260100,NA,SP,NA,NA,NA,NA,NA
00525440520138260100,NA,SP,NA,NA,NA,NA,NA
00525415020138260100,NA,SP,NA,NA,NA,NA,NA
00520842320108260100,05606979000160,SP,NA,NA,NA,NA,NA
00517733220108260100,NA,SP,NA,NA,NA,NA,NA
00517248820108260100,NA,SP,NA,NA,NA,NA,NA
00516887520128260100,NA,SP,NA,NA,NA,NA,NA
00515608920118260100,00477319000102,SP,Não,NA,NA,Não,Não
00515608920118260100,10246572000109,SP,Não,NA,NA,Não,Não
00033238120158260650,43534163000400,SP,NA,NA,NA,NA,NA
00033120820158260115,18366255000138,SP,NA,NA,NA,NA,NA
